DateTime,AddedIPs,RemovedIPs
1558099724,6,4
1558100422,2,5
1558101153,9,10
1558102124,3,10
1558102806,6,0
1558103539,14,19
1558104249,6,0
1558104982,7,8
1558105690,6,0
1558106410,8,16
1558107386,8,0
1558108096,4,8
1558109199,13,9
1558110009,4,11
1558110733,7,3
1558111720,5,9
1558112427,6,5
1558113742,11,12
1558114659,5,2
1558115290,5,2
1558116025,6,1
1558116733,3,2
1558117455,8,10
1558118168,9,7
1558118895,7,1
1558119661,4,8
1558120334,2,10
1558121053,1,6
1558121769,4,10
1558122494,3,5
1558123229,10,6
1558123931,7,11
1558124654,5,8
1558125368,8,1
1558126093,9,3
1558126888,4,6
1558127540,8,6
1558128458,3,7
1558129238,5,13
1558130049,5,11
1558130779,9,0
1558131491,1,6
1558132362,7,22
1558134407,12,13
1558135340,10,23
1558136418,9,6
1558137117,3,6
1558137881,3,4
1558138570,13,11
1558139548,6,3
1558140255,5,9
1558141090,6,13
1558141712,6,4
1558142532,11,6
1558143500,15,16
1558144121,7,11
1558144839,6,13
1558145529,12,0
1558146251,4,26
1558146969,8,0
1558148180,18,13
1558148911,5,4
1558149630,9,6
1558150352,2,5
1558151180,8,4
1558151790,6,7
1558152513,2,4
1558153237,3,5
1558154055,5,7
1558154668,0,5
1558155391,3,6
1558156111,5,13
1558156836,6,7
1558157543,1,11
1558158246,7,4
1558158970,6,3
1558159690,3,5
1558160437,6,3
1558161134,3,0
1558161958,7,4
1558162821,8,4
1558163530,3,5
1558164254,2,6
1558164968,3,3
1558165692,5,8
1558166434,8,4
1558167134,5,6
1558167852,2,5
1558168579,8,6
1558169293,13,2
1558170024,6,3
1558170733,5,2
1558171452,3,5
1558172173,5,9
1558172896,3,5
1558173613,8,6
1558174334,6,10
1558175049,6,3
1558175785,1,4
1558176489,2,7
1558177213,4,1
1558177943,2,4
1558178654,8,7
1558179614,1,4
1558180327,4,5
1558181059,4,9
1558181783,6,2
1558182513,11,3
1558183229,4,0
1558183952,5,9
1558184689,9,7
1558185390,3,0
1558186111,3,6
1558186833,5,6
1558187553,6,0
1558188270,5,7
1558188992,6,6
1558189707,5,3
1558190440,5,4
1558191148,1,7
1558191851,3,2
1558192573,8,6
1558193294,9,8
1558194010,4,6
1558194729,7,12
1558195454,2,0
1558196173,4,6
1558196890,10,3
1558197609,3,4
1558198333,6,6
1558199059,5,10
1558199773,3,0
1558200492,6,8
1558201210,10,2
1558201934,6,5
1558202652,5,4
1558203375,4,6
1558204088,8,5
1558204819,5,12
1558205535,5,27
1558206254,2,3
1558206974,4,8
1558207693,5,3
1558208412,6,10
1558209136,6,6
1558209853,3,3
1558210576,0,10
1558211288,2,7
1558212010,2,6
1558212740,4,8
1558213724,8,10
1558214679,10,4
1558215391,5,1
1558216114,5,8
1558216836,3,5
1558217558,7,4
1558218272,6,5
1558218992,6,16
1558219709,5,0
1558220444,3,0
1558221132,8,9
1558221853,1,11
1558222569,7,0
1558223293,5,3
1558224024,6,2
1558225236,18,14
1558225952,3,9
1558226676,6,3
1558227386,4,0
1558228120,6,7
1558228826,10,0
1558229562,8,10
1558230253,9,15
1558231237,14,7
1558231936,5,16
1558232654,6,6
1558233369,6,0
1558234092,10,10
1558234811,5,6
1558235535,7,10
1558236249,4,5
1558236976,4,13
1558237694,3,3
1558238426,10,7
1558239132,3,7
1558239852,7,1
1558240597,1,5
1558241291,1,1
1558242023,7,2
1558242730,1,5
1558243457,6,2
1558244167,0,6
1558244893,7,9
1558245620,6,5
1558246332,3,5
1558247049,3,0
1558247771,8,3
1558248737,3,5
1558249451,3,1
1558250173,8,5
1558250888,5,4
1558251640,4,9
1558252349,5,3
1558253081,6,4
1558253792,4,7
1558254516,2,7
1558255229,9,4
1558255955,9,4
1558256672,7,4
1558257392,3,5
1558258111,6,7
1558258837,5,7
1558259552,8,5
1558260269,6,3
1558260995,10,9
1558261717,3,5
1558262408,2,5
1558263135,7,4
1558263849,10,3
1558264575,6,5
1558265287,3,8
1558266012,5,0
1558266742,7,6
1558267457,4,0
1558268172,3,4
1558268898,3,4
1558269615,8,6
1558270328,1,5
1558271055,3,7
1558271772,5,6
1558272498,2,5
1558273210,4,8
1558273930,5,3
1558274654,9,1
1558275374,4,5
1558276094,6,3
1558276813,4,5
1558277531,2,5
1558278262,2,7
1558279218,8,6
1558279948,3,2
1558280649,6,7
1558281373,9,2
1558282105,5,3
1558282818,7,3
1558283533,6,4
1558284251,6,6
1558284970,11,7
1558285695,3,7
1558286409,8,2
1558287136,5,5
1558287861,11,10
1558288567,10,3
1558289294,8,8
1558290011,6,9
1558290740,3,8
1558291450,3,7
1558292172,3,3
1558292892,6,4
1558293614,11,9
1558294335,10,4
1558295052,8,8
1558295766,5,3
1558296494,4,5
1558297207,3,7
1558297944,9,5
1558298650,5,4
1558299373,4,3
1558300091,4,0
1558300810,8,12
1558301533,5,5
1558302255,6,7
1558302972,1,7
1558303720,6,4
1558304431,7,7
1558305163,4,4
1558305869,7,6
1558306591,2,8
1558307312,1,3
1558308029,8,8
1558308754,5,4
1558309471,10,5
1558310194,2,3
1558311165,9,12
1558311848,11,5
1558312573,3,5
1558313290,9,4
1558314033,4,5
1558314731,5,7
1558315453,7,10
1558316169,6,9
1558316900,8,18
1558317636,14,0
1558318579,12,17
1558319289,9,7
1558320012,2,11
1558320741,7,3
1558321723,13,9
1558322407,10,6
1558323136,4,7
1558323854,6,2
1558324578,6,7
1558325563,6,12
1558326269,8,1
1558326994,4,0
1558327711,5,3
1558328446,6,4
1558329131,8,7
1558329855,5,0
1558330572,3,4
1558331290,5,0
1558332024,5,12
1558332732,4,0
1558333457,9,4
1558334177,6,5
1558334893,6,0
1558335648,3,5
1558336337,8,4
1558337299,4,7
1558338017,5,0
1558338732,6,3
1558339454,4,4
1558340174,4,1
1558340890,5,5
1558341614,4,9
1558342332,7,3
1558343056,6,3
1558343785,2,1
1558344492,6,4
1558345466,3,13
1558346168,10,5
1558346904,2,9
1558347613,5,3
